tweet,label,clean_text
RT @VIVA_log : Menghilangkan Bekas Jerawat dengan Jeruk Lemon http://dlvr.it/Lpym4z,valid,rt hilang bekas jerawat jeruk lemon
"Gorgeous ladies, mengoleskan sari jeruk lemon ke wajah dpt menghilangkan jerawat, meratakan warna kulit dan membuat kulit kamu merona :)",hoax,gorgeous ladies oles sari jeruk lemon wajah dpt hilang jerawat rata warna kulit buat kulit kamu rona
Terapi menghilangkan jerawat dengan jeruk lemon Untuk perawatan wajah berjerawat dengan jeruk lemon bisa... http://fb.me/6HRpT1Okc,?,terapi hilang jerawat jeruk lemon awat wajah jerawat jeruk lemon
"Jeruk lemon dpt menghilangkan jerawat dan bekasnya, bintik dan flek hitam, mencerahkan kulit serta mengurangi komedo.",hoax,jeruk lemon dpt hilang jerawat bekas bintik flek hitam cerah kulit kurang komedo
Jeruk Nipis / Lemon. Jeruk nipis atau lemon menjadi salah satu solusi untuk menghilangkan jerawat.,hoax,jeruk nipis lemon jeruk nipis lemon jadi salah satu solusi hilang jerawat
Kulit jeruk dan lemon memiliki khasiat untuk menghilangkan jerawat,hoax,kulit jeruk lemon milik khasiat hilang jerawat
Cara Mengolah Daun Sirsak untuk Obat Asam Urat Segera obati sebelum bertambah pa https://viva.co.id/blog/kesehatan/1099664-cara-mengolah-daun-sirsak-untuk-obat-asam-urat,valid,cara olah daun sirsak obat asam urat segera obat tambah pa
VivaNews Forum | Obat Tradisional untuk Asam Urat: Ace Maxs perpaduan kulit manggis dan daun sirsak merupakan pi... http://bit.ly/Uq5m0Q,?,vivanews forum obat tradisional asam urat ace maxs padu kulit manggis daun sirsak rupa pi
Manfaat Daun Sirsak untuk Obat Asam Urat dan Kolesterol - Majalah Ummi Online http://fb.me/3XvBgwFBe,?,manfaat daun sirsak obat asam urat kolesterol majalah ummi online
Daun sirsak jg bs digunakan sebagai obat asam urat. Banyak pengobatan alternatif yang menggunakan daun sirsak untuk pengobatan asam urat.,hoax,daun sirsak jg bs guna obat asam urat banyak obat alternatif guna daun sirsak obat asam urat
Obat herbal untuk asam urat: Obat herbal untuk asam urat dari ekstraksi daun sirsak dipadu dengan kulit manggis ... http://bit.ly/VWYT40,?,obat herbal asam urat obat herbal asam urat ekstraksi daun sirsak padu kulit manggis
"Mangosteen adalah jus herbal yang terbuat dari kulit manggis dan daun sirsak, obat herbal untuk mengurangi asam urat tinggi.",hoax,mangosteen jus herbal buat kulit manggis daun sirsak obat herbal kurang asam urat tinggi
Daun Sirsak untuk Obat Asam Urat http://alljatim.com/peristiwa/daun-sirsak-untuk-obat-asam-urat/,?,daun sirsak obat asam urat
8 Manfaat Ajaib Daun Kelor untuk Kecantikan Wajah,valid,manfaat ajaib daun kelor cantik wajah
Ada beberapa manfaat daun kelor yang baik untuk kecantikan kulit seperti memperlambat penuaan. #daunkelor,?,beberapa manfaat daun kelor baik cantik kulit lambat tua
"Selain ampuh untuk menyembuhkan berbagai penyakit, daun kelor juga nyatanya bermanfaat untuk menunjang kecantikan kulit.  #khasiatdaunkelor",hoax,ampuh sembuh bagai sakit daun kelor nyata manfaat tunjang cantik kulit
Ternyata daun kelor mempunyai banyak manfaat untuk kecantikan loh sahabat muslimah! Yuk simak manfaat tanaman moringa untuk kecantikan rangkuman Muslimahdaily.,hoax,nyata daun kelor punya banyak manfaat cantik loh sahabat muslimah yuk simak manfaat tanam moringa cantik rangkum muslimahdaily
Manfaat Daun Kelor Untuk Menunjang Kecantikan Perempuan https://beritamalam.com/manfaat-daun-kelor-untuk-menunjang-kecantikan-perempuan/,?,manfaat daun kelor tunjang cantik perempuan
"Khasiat besar daun kelor untuk anak-anak. Untuk kecantikan, tulang, dan lambung juga bagus banget. Biasanya tidak dijual harus tanam sendiri.",hoax,khasiat besar daun kelor anakanak cantik tulang lambung bagus banget biasa jual tanam sendiri
"8 Manfaat Daun Kelor untuk Kecantikan, Ketahui Cara Penggunaannya",valid,manfaat daun kelor cantik tahu cara guna
Ada lagi wortel.bagus untuk kesehatan mata kita. #100jutapohon#SMAN1CIKUT,hoax,wortelbagus sehat mata
"Tidak Hanya Wortel, Ubi Juga Bagus untuk Kesehatan Mata http://okz.me/WYax",valid,wortel ubi bagus sehat mata
VIT A banyak didapatkan dari Wortel yang bagus untuk kesehatan mata #PusatDokter,hoax,vit a banyak dapat wortel bagus sehat mata
"Bukan hanya untuk kesehatan mata, wortel juga bagus untuk menjaga kesehatan hati karena provitamin A-nya akan diubah tubuh menjadi vitamin A",hoax,bukan sehat mata wortel bagus jaga sehat hati provitamin anya ubah tubuh jadi vitamin a
"Wortel bagus untuk kesehatan mata, namun bukan karena kandungan vitamin A. Selengkapnya di http://ngi.cc/n5gd",?,wortel bagus sehat mata bukan kandung vitamin a lengkap
"Oatlovers, belum tahu manfaat wortel selain bagus untuk kesehatan mata? Lebih baik kamu cek selengkapnya di sini: http://bit.ly/28UXBUw",?,oatlovers tahu manfaat wortel bagus sehat mata lebih baik kamu cek lengkap sini
"Faktanya adalah wortel bagus untuk kesehatan mata, terbukti Kelinci tidak ada yg berkacamata karena banyak makan wortel",hoax,fakta wortel bagus sehat mata bukti kelinci kacamata banyak makan wortel
"Temulawak, dari Penambah Nafsu Makan Hingga Obat Maag >> http://goo.gl/TsRFxS via @liputan6dotcom",valid,temulawak tambah nafsu makan hingga obat maag via
"Keknya salah minum jamu deh, laper mulu :( jangan jangan kecampur temulawak penambah nafsu makan",hoax,kek salah minum jamu deh laper mulu jangan jangan campur temulawak tambah nafsu makan
"ngemil nder. temenku ada juga yang minum temulawak. soalnya temulawak kan penambah nafsu makan gitu. minum itu rutin, nanti insyaallah banyak makan deh",hoax,ngemil nder temenku minum temulawak soal temulawak kan tambah nafsu makan gitu minum rutin insyaallah banyak makan deh
"Herbal Temulawak, Penambah Nafsu Makan, Detox alami untuk liver (hati): http://forumjualbeli.co.id/women/8206-herbal-temulawak-penambah-nafsu-makan-detox-alami-untuk-liver-hati.html#.TuFvyMZZveI.twitter… via @AddThis",hoax,herbal temulawak tambah nafsu makan detox alami liver hati via
Es Krim Temulawak Penambah Nafsu Makan Khas Demak http://detik.id/67DWqu,?,es krim temulawak tambah nafsu makan khas demak
"minum temulawak, penambah nafsu makan... RT  @novitanuv : nggak milih2 mah, smwanya bkin gak napsu RT @RifkyIsnanto karena makanannya g enak..",hoax,minum temulawak tambah nafsu makan rt milih mah smwanya bkin gak napsu rt makan g enak
"angan suka berkeringat, tanda jantung lemah? Lambung? Wow",hoax,angan suka keringat tanda jantung lemah lambung wow
RT @VIVA_log :: Telapak Tangan Berkeringat Tanda Lemah Jantung? http://dlvr.it/7B3KTD,valid,rt telapak tangan keringat tanda lemah jantung
Telapak Tangan Berkeringat Tanda Lemah Jantung? Telapak tangan yang berkeringat bisa disebabkan apabila ia cemas. http://log.viva.co.id/news/read/547264-telapak-tangan-berkeringat-tanda-lemah-jantung-?utm_source=dlvr.it&utm_medium=facebook,?,telapak tangan keringat tanda lemah jantung telapak tangan keringat sebab apabila cemas
Telapak Tangan Berkeringat Tanda Lemah Jantung?: Telapak tangan yang berkeringat bisa disebabkan apabila ia cemas. http://bit.ly/1sstIwM,valid,telapak tangan keringat tanda lemah jantung telapak tangan keringat sebab apabila cemas
"Nggak benar. ""@pandadud: bener ga sih telapak tangan&kaki srg berkeringat itu tanda jantung lemah?""",hoax,benar bener ga sih telapak tangankaki srg keringat tanda jantung lemah
Wah tangan suka berkeringat tanda jantung lemah (y),hoax,wah tangan suka keringat tanda jantung lemah y
"Singapura Anggap Covid-19 Sebagai Flu Biasa, Bagaimana dengan Indonesia?",?,singapura anggap covid flu biasa bagaimana indonesia
"Singapura membuka peluang untuk melonggarkan aturan ketat pandemi Covid-19. Singapura memilih untuk berdampingan dengan Corona, anggap sebagai virus flu biasa.",valid,singapura buka peluang longgar atur ketat pandemi covid singapura pilih damping corona anggap virus flu biasa
"Dsaat di ndonesia uar biasa, singapura mnganggap itu biasa shaja,............",?,dsaat ndonesia uar biasa singapura mnganggap biasa shaja
"Singapura akan anggap covid-19 sebagai flu biasa. Ya bisa aja sih. Kalo semua masy sudah di vaksin, covid bakal jd flu biasa bagi sebagia",hoax,singapura anggap covid flu biasa aja sih kalo semua masy vaksin covid bakal jd flu biasa sebagia
"Ini cara Singapura berdamai dengan Covid-19 dan anggap sebagai flu biasa
",hoax,cara singapura damai covid anggap flu biasa
"Cuma orang bodoh yang bandingin Indonesia sama Singapura  kadang suka gak dipake logikanya yaa, mereka kan jelas jelas udah di vaksin semua, yaa mereka jelas lah anggap Covid-19 cuma sebagai flu biasa. Minimal 80% dari total populasi sudah divaksin, lah kita aja baru 20%",hoax,cuma orang bodoh bandingin indonesia sama singapura kadang suka gak dipake logika yaa kan jelas jelas udah vaksin semua yaa jelas lah anggap covid cuma flu biasa minimal total populasi vaksin lah aja baru
"Singapura Ambil Langkah Besar, Hidup Normal Berdampingan dengan Covid-19, Anggap Sebagai Flu Biasa",?,singapura ambil langkah besar hidup normal damping covid anggap flu biasa
Jokowi Minta Kampus Tak Halangi Mahasiswa Berekspresi,valid,jokowi minta kampus tak halang mahasiswa ekspres
"I mostly agree with BEM UI recent postings... but not this one. The fact is that many companies i.e LG, Hyundai, etc has decided to move to Indo bcs of Omnibus Law. Investment banks like JP Morgan even stated the support. So, yeah they do bring a lot of jobs for us.",hoax,i mostly agree with bem ui recent postings but not this one the fact is that many companies ie lg hyundai etc has decided to move to indo bcs of omnibus law investment banks like jp morgan even stated the support so yeah they do bring a lot of jobs for us
BEM UI Faces Cyber Attacks after Posting Jokowi The King of Lip Service,valid,bem ui faces cyber attacks after posting jokowi the king of lip service
such a bold action coming from bem ui Flushed face,hoax,such a bold action coming from bem ui flushed face
ending my respect for the courage of bem ui to speak up reprensenting many people including me Clapping hands sign#TheKingOfLipService,hoax,ending my respect for the courage of bem ui to speak up reprensenting many people including me clapping hands sign
put my respect for BEM UI. thank you for speaking up,hoax,put my respect for bem ui thank you for speaking up
Memakan makanan pedas secara berlebihan dapat menyebabkan usus buntu. #faktapendidikan,hoax,makan makan pedas lebih sebab usus buntu
"Jangan terlalu sering makan - makanan yg mengandung pedas, karena dapat menyebabkan penyakit usus buntu.",hoax,jangan terlalu sering makan makan kandung pedas sebab sakit usus buntu
Mitos Jika mengosumsi makanan pedas bisa menyebabkan infeksi usus buntu.#antihoax @blogdokter @anjarisme @infosehatfkui https://health.detik.com/berita-detikhealth/d-4149233/banyak-makan-pedas-bikin-usus-buntu-ini-penjelasan-dokter,valid,mitos mengosumsi makan pedas sebab infeksi usus buntu
usus buntu ini menyebabkan aq tida bisa menikmati duniawi dengan makan makanan pedasLoudly crying face,hoax,usus buntu sebab aq tida nikmat duniawi makan makan pedasloudly crying face
"Tahukah tweeps, makan terlalu banyak asin dan pedas menyebabkan radang usus buntu? Kebanyakan makanan di Indonesia mengandung asin dan pedas",hoax,tahu tweeps makan terlalu banyak asin pedas sebab radang usus buntu banyak makan indonesia kandung asin pedas
"Bisa Bikin Gemuk, Ada Berapa Kalori dalam 100 Gram Kerupuk? http://detik.id/6uTVWb via @detikHealth",valid,bikin gemuk berapa kalori gram kerupuk via
"Nyemilin kerupuk mana bisa bikin gemuk , ampun deh danis",hoax,nyemilin kerupuk mana bikin gemuk ampun deh dan
Ngemilin kerupuk ajadeh yg gak bisa bikin gemuk wkwkwk,hoax,ngemilin kerupuk ajadeh gak bikin gemuk wkwkwk
Emang iya ya kalau banyak makan kerupuk bisa bikin badan gemuk? Confused face,hoax,emang iya kalau banyak makan kerupuk bikin badan gemuk confused face
"Katanya kerupuk sama gorengan bisa bikin gemuk. Lah, gue makan kerupuk sama gorengan setiap hari gak gemuk gemuk",hoax,kata kerupuk sama goreng bikin gemuk lah gue makan kerupuk sama goreng hari gak gemuk gemuk
01 detikhealth (Ngemil Kerupuk Bisa Bikin Gemuk Nggak Sih? Ini Kata Ahli Diet) https://ift.tt/2CRHztd,?,detikhealth ngemil kerupuk bikin gemuk sih kata ahli diet
makan kerupuk bisa bikin gemuk kalau makannya sehari satu karung,hoax,makan kerupuk bikin gemuk kalau makan hari satu karung
Tekanan Darah Tinggi Bisa Disebabkan oleh Virus http://de.tk/5wfQq via @detikhealth,valid,tekan darah tinggi sebab virus via
Tekanan Darah Tinggi Bisa Disebabkan oleh Virus: Hipertensi atau tekanan darah tinggi selama ini dikategorikan p... http://bit.ly/nG1Rq6,hoax,tekan darah tinggi sebab virus hipertensi tekan darah tinggi lama kategori p
Tekanan Darah Tinggi Bisa Disebabkan oleh Virus http://bit.ly/p0xsoK,hoax,tekan darah tinggi sebab virus
Tekanan Darah Tinggi Bisa Disebabkan oleh Virus http://bit.ly/qDoXRn #kabarsehat,?,tekan darah tinggi sebab virus
menarik. RT @detikcom : Tekanan Darah Tinggi Bisa Disebabkan oleh Virus http://de.tk/5wfQq via @detikhealth,?,tarik rt tekan darah tinggi sebab virus via
via @DetikHealth Tekanan Darah Tinggi Bisa Disebabkan oleh Virus http://de.tk/5wfQq,hoax,via tekan darah tinggi sebab virus
「Tekanan Darah Tinggi Bisa Disebabkan oleh Virus」 http://bit.ly/nHnwpS #Cyber Sulut,hoax,tekan darah tinggi sebab virus sulut
2.Ubi Jalar: Ubi juga merupakan salah satu makanan yang kaya akan vitamin A yang bagus untuk kesehatan mata.,hoax,ubi jalar ubi rupa salah satu makan kaya vitamin a bagus sehat mata
"Tidak Hanya Wortel, Ubi Juga Bagus untuk Kesehatan Mata http://bit.ly/2d8awG5",valid,wortel ubi bagus sehat mata
"Tidak Hanya Wortel, Ubi Juga Bagus untuk Kesehatan Mata http://bit.ly/2d88t4S",?,wortel ubi bagus sehat mata
"Tidak Hanya Wortel, Ubi Juga Bagus untuk Kesehatan Mata http://bit.ly/2d89aeE",?,wortel ubi bagus sehat mata
"#sukaberita Tidak Hanya Wortel, Ubi Juga Bagus untuk Kesehatan Mata: Kebiasaan bermai... http://tinyurl.com/zkyuoth http://sukaberita.com",hoax,wortel ubi bagus sehat mata biasa berma
"Tidak Hanya Wortel, Ubi Juga Bagus untuk Kesehatan Mata http://bit.ly/2dbc4uL",hoax,wortel ubi bagus sehat mata
"Maag bisa terjadi akibat peningkatan asam lambung yang disebabkan oleh bakteri, stres dan kebiasaan menunda makan. Selama puasa harus cermat pilih makan & minum ya! #KopiSedetik #Komikstrip",valid,maag jadi akibat tingkat asam lambung sebab bakteri stres biasa tunda makan lama puasa cermat pilih makan minum
asam lambung menggila sejak semalam disebabkan saya yg telah menjadi anak durhaka,hoax,asam lambung gila sejak malam sebab jadi anak durhaka
Maag disebabkan tingginya kadar asam di lambung. Penyakit maag seringkali membuat seseorang bingung untuk mengkonsumsi makanan. Ini nih menu yang harus dikonsumsi. via @detikHealth,valid,maag sebab tinggi kadar asam lambung sakit maag seringkali buat orang bingung konsumsi makan nih menu konsumsi via
1 Penyakit maag disebabkan karena naiknya asam lambung melebihi batas normal,hoax,sakit maag sebab naik asam lambung lebih batas normal
2. Rasa (sakit) nyeri pada #Maag disebabkan oleh rangsangan asam lambung terhadap lapisan mukosa lambung.,hoax,rasa sakit nyeri sebab rangsang asam lambung lapis mukosa lambung
Maag disebabkan karena tingginya produksi asam lambung. Asam lambung yg adl asam kuat bs melukai lambungmu jk ada dlm kadar tinggi #AskSusan,hoax,maag sebab tinggi produksi asam lambung asam lambung adl asam kuat bs luka lambung jk dlm kadar tinggi
"Maag disebabkan krn asam lambung yg meningkat jumlahnya,dan efek kafein antara laen adl meningkatkan asam lambung",hoax,maag sebab krn asam lambung tingkat jumlahnyadan efek kafein laen adl tingkat asam lambung
4 Jenis Oatmeal yang Bagus untuk Diet,valid,jenis oatmeal bagus diet
Fess sarapan oatmeal dan sari kacang kedelai bagus gak untuk diet?,hoax,fess sarap oatmeal sari kacang kedelai bagus gak diet
"bantuin melancarkan pencernaan, jadi bagus untuk yang diet. yang harus itu pokoknya pisang, oatmeal dan susu. kalau bisa susu yang low fat.",hoax,bantuin lancar cerna jadi bagus diet pokok pisang oatmeal susu kalau susu low fat
Hore makan pagi pake oatmeal.. Awal yg bagus untuk diet.. :),hoax,hore makan pagi pake oatmeal awal bagus diet
"Kita semua tentunya tahu oatmeal bagus untuk diet. selain bagus untuk menghilangkan lemak jahat, oatmeal juga bisa menghilangkan kolestrol",hoax,semua tentu tahu oatmeal bagus diet bagus hilang lemak jahat oatmeal hilang kolestrol
Heal! Oatmeal sebagai penganti nasi bagus ga untuk diet? Trs makan nya bisa pake lauk gtu ga?,hoax,heal oatmeal anti nasi bagus ga diet trs makan nya pake lauk gtu ga
"Abis bangun langsung minum air perasan lemon+air hangat+madu(kalo ada), jangan sikat gigi dulu. Bagus untuk diet,sm ngurangin kolestrol . kalo makan malam oatmeal jg bagus nurunin berat badan",hoax,abis bangun langsung minum air peras lemonair hangatmadukalo jangan sikat gigi dulu bagus dietsm ngurangin kolestrol kalo makan malam oatmeal jg bagus nurunin berat badan
Ini Manfaat Pisang untuk Kecantikan Kulit http://bit.ly/1K9yI2O,valid,manfaat pisang cantik kulit
PISANG tidak hanya bagus untuk pencernaan tetapi juga berpotensi melindungi serangan virus AIDS,hoax,pisang bagus cerna potensi lindung serang virus aids
"Buah pisang bagus sekali untuk kesehatan,terutama bagi pencernaan dan dapat meningkatkan daya tahan tubuh,buThumbs upThumbs upFolded hands",hoax,buah pisang bagus sekali kesehatanterutama cerna tingkat daya tahan tubuhbuthumbs upthumbs upfolded hands
"Makan buah akan lebih baik dikonsumsi sblm makan siang, Pisang atau pepaya sangat bagus untuk metabolisme pencernaan #InfoEsia",hoax,makan buah lebih baik konsumsi sblm makan siang pisang pepaya sangat bagus metabolisme cerna
Pisang bagus untuk membantu lancarnya pencernaan. http://fb.me/K1rjB3mq,?,pisang bagus bantu lancar cerna
Pisang bagus untuk pencernaan sm system kerja otak loh hehe,hoax,pisang bagus cerna sm system kerja otak loh hehe
buah pisang Bagus untuk pencernaan,hoax,buah pisang bagus cerna
"Waduh, Ternyata Madu Berbahaya untuk Bayi! https://lifestyle.okezone.com/read/2019/10/08/481/2114145/waduh-ternyata-madu-berbahaya-untuk-bayi",valid,waduh nyata madu bahaya bayi
"Bila ditanya, rupanya ibunya tersilap berikan air campuran madu setelah anaknya mengalami batuk beberapa hari. Ini silap!",hoax,bila tanya rupa ibu silap ikan air campur madu anak alami batuk beberapa hari silap
" ternyata madu, susu sapi, jeruk berbahaya untuk bayi di bawah 1 tahun",hoax,nyata madu susu sapi jeruk bahaya bayi bawah tahun
Madu untuk bayi. menyehatkan atau malah berbahaya sih? http://ow.ly/gdD57 #MomsInfo,?,madu bayi sehat malah bahaya sih
"Berbahaya, Ini 5 Alasan untuk Tidak Memberikan Madu pada Bayi",?,bahaya alas beri madu bayi
"Tiub pernafasan dimasukkan melalui kerongkong. Disambung dengan mesin bantuan pernafasan. Perit! Bila ditanya, rupanya ibunya tersilap berikan air campuran madu setelah anaknya mengalami batuk beberapa hari. Ini silap!",hoax,tiub nafas masuk lalu rongkong sambung mesin bantu nafas perit bila tanya rupa ibu silap ikan air campur madu anak alami batuk beberapa hari silap
Makanan Berbahaya Untuk Bayi : -Garam -Madu -Teh -Putih telur -Coklat http://fb.me/1IsCmFrN1,hoax,makan bahaya bayi garam madu teh putih telur coklat
"Guna produk organik ataupun rajin-rajinlah amalkan petua tradisional menggunakan produk semulajadi. Minyak kelapa dara, minyak zaitun, mayonis, telur dan gel lidah buaya adalah bahan yang paling bagus untuk merawat rambut.",hoax,produk organik atau rajinrajinlah amal tua tradisional guna produk semulajadi minyak kelapa dara minyak zaitun mayonis telur gel lidah buaya bahan paling bagus rawat rambut
"Tak Hanya Bagus untuk Rambut, Lidah Buaya Juga Berkhasiat Hilangkan Jerawat Dalam Sekejap! http://bit.ly/2H72fNA #gayaJITU",hoax,tak bagus rambut lidah buaya khasiat hilang jerawat kejap
"Tak Hanya Bagus untuk Rambut, Lidah Buaya Juga Berkhasiat Hilangkan Jerawat Dalam Sekejap! http://bit.ly/2H72fNA",hoax,tak bagus rambut lidah buaya khasiat hilang jerawat kejap
Ternyata lidah buaya tidak hanya bagus untuk rambut. Temukan 6 manfaat lainnya berikut ini! https://popmama.com/life/health/atika-dian/manfaat-lidah-buaya?utm_source=twitter&utm_medium=auto&utm_campaign=auto,?,nyata lidah buaya bagus rambut temu manfaat lain ikut
"Tak Hanya Bagus untuk Rambut, Lidah Buaya Juga Ampuh Atasi Jerawat Batu, Lihat Cara Pakainya! – Berita Terbaru https://seputarindonesia.org/tak-hanya-bagus-untuk-rambut-lidah-buaya-juga-ampuh-atasi-jerawat-batu-lihat-cara-pakainya-berita-terbaru.html",?,tak bagus rambut lidah buaya ampuh atas jerawat batu lihat cara pakai  berita baru
"Barusan baca-baca salah satu artikel, ternyata lidah buaya tidak hanya bagus untuk rambut, tapi juga sangat bagus... http://fb.me/7kwfiFHCF",hoax,barusan bacabaca salah satu artikel nyata lidah buaya bagus rambut sangat bagus
apa iya stress bisa menyebabkan rambut jadi rontok?,hoax,apa iya stress sebab rambut jadi rontok
apa bener depresi dan stress bisa menyebabkan rambut rontok?,hoax,apa bener depresi stress sebab rambut rontok
"Stress dan beban pikiran yang berat juga bisa menyebabkan rambut rontok lho, Dear. Jadi, hindari hal tersebut dan cobalah lebih rileks ;)",hoax,stress beban pikir berat sebab rambut rontok lho dear jadi hindar sebut coba lebih rileks
"Kalo versi aku, yg bener itu rambut rontok bikin stress, bukan setres menyebabkan rambut rontok.",hoax,kalo versi aku bener rambut rontok bikin stress bukan tres sebab rambut rontok
"Do you know? Ketika sedang mengalami stress yang ekstrim, telogen effluvium pd wanita akan meningkat, so menyebabkan banyak rambut rontok.",hoax,do you know sedang alami stress ekstrim telogen effluvium pd wanita tingkat so sebab banyak rambut rontok
"Stress Menyebabkan Rambut Rontok, Kenapa Bisa? http://de.tk/VIpROM via @mytranstweet",?,stress sebab rambut rontok via
IDI Tak Rekomendasi Obat Ivermectin untuk Pasien Covid-19,valid,idi tak rekomendasi obat ivermectin pasien covid
"BPOM akan segera melakukan uji klinik terhadap penggunaan obat ivermectin, untuk pengobatan dan terapi pasien Covid-19 di Indonesia. Selama uji klinik dilakukan, masyarakat bisa mendapatkan obat ivermectin dengan resep dokter. #CNNIDNewsHour http://cnnindonesia.com/tv",valid,bpom segera laku uji klinik guna obat ivermectin obat terapi pasien covid indonesia lama uji klinik laku masyarakat dapat obat ivermectin resep dokter
"PT Indofarma (Persero) Tbk sedang mempersiapkan produksi massal obat infeksi cacing Ivermectin sebagai obat terapi pencegahan dan penyembuhan pasien Covid-19. Bahan baku obat dari India telah dipesan untuk pembuatan 4,5 juta tablet Ivermectin… https://koran.tempo.co/read/berita-utama/465934/rencana-indofarma-memproduksi-obat-terapi-covid-19-setelah-mengimpor-bahan-baku-ivermectin?utm_source=Digital%20Marketing&utm_medium=Twitter&utm_campaign=dlvrit… #KoranTempo",valid,pt indofarma persero tbk sedang siap produksi massal obat infeksi cacing ivermectin obat terapi cegah sembuh pasien covid bahan baku obat india pes buat juta tablet ivermectin
Penelitian ini menekankan bagaimana obat cacing ivermectin menjadi obat tambahan untuk covid-19. Dalam pembahasannya dijelaskan adanya peningkatan yang signifikan secara statistik dalam kelangsungan hidup di antara pasien yang menerima ivermectin bersamaan dengan obat lain.,hoax,teliti tekan bagaimana obat cacing ivermectin jadi obat tambah covid bahas jelas ada tingkat signifikan statistik langsung hidup pasien terima ivermectin sama obat
"Apa jadinya jika Ivermectin, yang terdaftar di BPOM sebagai obat cacingan, digunakan untuk terapi pasien Covid-19?",?,apa jadi ivermectin daftar bpom obat cacing guna terapi pasien covid
"Emg kaget bgt pas tau erick thohir ngendikan kalau ivermectin buat terapi covid-19.. pertama, ivermectin obat cacing. Kedua,wong pas itu dikasih tugas sama dr buat cari jurnal di pubmed ttg efek ivermectin untuk pasien covid aja susah puoll",hoax,emg kaget bgt pas tau erick thohir ngendikan kalau ivermectin buat terapi covid pertama ivermectin obat cacing keduawong pas kasih tugas sama dr buat cari jurnal pubmed ttg efek ivermectin pasien covid aja susah puoll
Penggunaan obat Ivermectin untuk penderita Covid-19 menuai perbedatan di kalangan publik. BPOM memastikan bahwa Ivermectin merupakan obat cacing dan perlu dukungan uji klinis untuk digunakan pada pasien Covid-19. #CNNIDNewsHour http://cnnindonesia.com/tv,valid,guna obat ivermectin derita covid tuai perbedatan kalang publik bpom pasti ivermectin rupa obat cacing perlu dukung uji klinis guna pasien covid
"Waspadai ketupat yang dibubuhi boraks, untuk mengawetkan tapi berbahaya bagi tubuh. Sidik Kasus, 11:30 WIB. http://bit.ly/okIvrR",valid,waspada ketupat bubuh boraks awet bahaya tubuh sidik kasus wib
@rirmdhni bacang mengandung boraks yang berbahaya bagi tubuh manusia #Waspadalah,hoax,bacang kandung boraks bahaya tubuh manusia
"Bukan hanya itu, tetapi aplikasi tersebut dapat mendeteksi adanya kandungan Formalin ataupun Boraks di dalam makanan kita. Jadi kita dapat informasi dalam makanan tersebut mengandung bahan-bahan yang berbahaya bagi tubuh kita. Dari informasi tersebut kita lebih berhati-hati dalam",hoax,bukan aplikasi sebut deteksi ada kandung formalin atau boraks makan jadi informasi makan sebut kandung bahanbahan bahaya tubuh informasi sebut lebih berhatihati
"Jajan sembarangan bahaya buat kesehatan kita, Sahabat. Banyak makanan yg terkontaminasi zat kimia seperti boraks yang berbahaya bagi tubuh.",hoax,jajan sembarang bahaya buat sehat sahabat banyak makan kontaminasi zat kimia boraks bahaya tubuh
"Formalin, boraks, asam salisilat, kalium klorat dan masih banyak lagi merupakan Bahan Tambahan Makanan (BTM) sangat berbahaya bagi tubuh dan mempunyai dampak buruk bagi kesehatan. Selengkapnya di: http://bit.ly/2pVE767",?,formalin boraks asam salisilat kalium klorat banyak rupa bahan tambah makan btm sangat bahaya tubuh punya dampak buruk sehat lengkap
"Boraks Berbahaya Bagi Tubuh, Tapi Berguna Untuk Bersihkan Rumah: Bagi Anda yang sering membaca berita reportas... http://bit.ly/1xopGU9",?,boraks bahaya tubuh guna sih rumah sering baca berita reportas
Cara Mengetahui Bakso Boraks dengan Tusuk Gigi: Kandungan pada boraks sangat berbahaya bagi sistem metabolisme tubuh.,hoax,cara tahu bakso boraks tusuk gigi kandung boraks sangat bahaya sistem metabolisme tubuh
Efek Radiasi Sinar Ultra Violet Dapat Merusak Lensa Mata http://brt.st/5YT0,valid,efek radiasi sinar ultra violet rusak lensa mata
"Matahari dapat merusak permukaan mata: Sinar ultraviolet matahari dapat merusak mata, meskipun saat matahari b... http://bit.ly/1lKzMd5",?,matahari rusak muka mata sinar ultraviolet matahari rusak mata meski matahari b
2/2. Karena paparan terhadap sinar ultraviolet (UV) matahari dapat merusak lensa dan kornea mata yang menyebabkan katarak.,hoax,papar sinar ultraviolet uv matahari rusak lensa kornea mata sebab katarak
Sinar ultraviolet yang berbahaya dapat merusak kulit dan mata loh. Jangan lupa selalu menggunakan tabir surya setiap hari Bro...,hoax,sinar ultraviolet bahaya rusak kulit mata loh jangan lupa selalu guna tabir surya hari bro
"Halo Sahabat Sehat.. Untuk sahabat Sehat yang mempunyai aktivitas diluar ruangan disiang hari, harus lebih waspada terhadap paparan sinar Ultraviolet (UV) karena dapat dengan mudah merusak Organ Mata. Sangat penting… https://instagram.com/p/CC-KS5aDdeR/?igshid=qww8jvx5ux1m",?,halo sahabat sehat sahabat sehat punya aktivitas luar ruang siang hari lebih waspada papar sinar ultraviolet uv mudah rusak organ mata sangat penting
Radiasi sinar ultraviolet dapat merusak protein dalam lensa mata.,?,radiasi sinar ultraviolet rusak protein lensa mata
